id,parent_id,level,name,path,branchId,href
82,80.0,4,Seat & Seat track,"Body, car glass > Passenger and luggage compartments > Interior, decorative and lining parts for passenger and luggage compartments > Seat & Seat track",MPCfm7BNaVB3bjVxQU1EQXo4Si1hZ1RjeFF6Y3dOaUHwn5CTOTg5,#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=MPCfm7BNaVB3bjVxQU1EQXo4Si1hZ1RjeFF6Y3dOaUHwn5CTOTg5
83,76.0,3,Seats,"Body, car glass > Passenger and luggage compartments > Seats",984,#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=984
84,83.0,4,Seat & Seat track,"Body, car glass > Passenger and luggage compartments > Seats > Seat & Seat track",MPCfm7BNaVB3bjVxQU1EQXo4Si1hZ1RjeFF6Y3dOaUHwn5CTOTg0,#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=MPCfm7BNaVB3bjVxQU1EQXo4Si1hZ1RjeFF6Y3dOaUHwn5CTOTg0
85,59.0,2,Safety system,"Body, car glass > Safety system",1075,#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=1075
86,85.0,3,Instrument panel & Glove compartment,"Body, car glass > Safety system > Instrument panel & Glove compartment",MPCfm7BNaVB3bjVxQU1EQXo4Si1hZ1RVMU16QTJOVU3wn5CTMTA3NQ,#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=MPCfm7BNaVB3bjVxQU1EQXo4Si1hZ1RVMU16QTJOVU3wn5CTMTA3NQ
87,59.0,2,"Body frame, frame, roof, bottom, side panels","Body, car glass > Body frame, frame, roof, bottom, side panels",814,#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=814
88,87.0,3,"Roof, sunroof","Body, car glass > Body frame, frame, roof, bottom, side panels > Roof, sunroof",1015,#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=1015
89,88.0,4,"Sunroof, components","Body, car glass > Body frame, frame, roof, bottom, side panels > Roof, sunroof > Sunroof, components",1097,#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=1097
90,87.0,3,"Side body parts, dividers, tail gates","Body, car glass > Body frame, frame, roof, bottom, side panels > Side body parts, dividers, tail gates",1092,#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=1092
91,90.0,4,Side member,"Body, car glass > Body frame, frame, roof, bottom, side panels > Side body parts, dividers, tail gates > Side member",MPCfm7BNaVB3bjVxQU1EQXo4Si1hZ1RZeE5EVXhOMEnwn5CTMTA5Mg,#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=MPCfm7BNaVB3bjVxQU1EQXo4Si1hZ1RZeE5EVXhOMEnwn5CTMTA5Mg
92,90.0,4,Wiring & Clamp,"Body, car glass > Body frame, frame, roof, bottom, side panels > Side body parts, dividers, tail gates > Wiring & Clamp",MPCfm7BNaVB3bjVxQU1EQTA4Si1hZ1RneVFqRXlORUnwn5CTMTA5Mg,#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=MPCfm7BNaVB3bjVxQU1EQTA4Si1hZ1RneVFqRXlORUnwn5CTMTA5Mg
93,87.0,3,"Spare wheel bottom, floor, well","Body, car glass > Body frame, frame, roof, bottom, side panels > Spare wheel bottom, floor, well",1006,#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=1006
94,87.0,3,"Body frame, frame, longeron","Body, car glass > Body frame, frame, roof, bottom, side panels > Body frame, frame, longeron",1088,#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=1088
95,59.0,2,"Fuel tank cap, components","Body, car glass > Fuel tank cap, components",804,#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=804
96,59.0,2,"Trunk lid, door","Body, car glass > Trunk lid, door",802,#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=802
97,59.0,2,"Headlight, windshield wiper","Body, car glass > Headlight, windshield wiper",860,#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=860
98,97.0,3,"Windshield washer: sensors, relays, valves, units, switches","Body, car glass > Headlight, windshield wiper > Windshield washer: sensors, relays, valves, units, switches",888,#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=888
99,97.0,3,Wiper drive mechanism,"Body, car glass > Headlight, windshield wiper > Wiper drive mechanism",903,#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=903
100,97.0,3,"Windshield washer tubes, connectors","Body, car glass > Headlight, windshield wiper > Windshield washer tubes, connectors",898,#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=898
101,97.0,3,Windshield nozzle,"Body, car glass > Headlight, windshield wiper > Windshield nozzle",891,#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=891
102,97.0,3,Windshield wiper blade,"Body, car glass > Headlight, windshield wiper > Windshield wiper blade",907,#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=907
103,97.0,3,Wiper drive motor,"Body, car glass > Headlight, windshield wiper > Wiper drive motor",910,#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=910
104,59.0,2,Exterior lighting system,"Body, car glass > Exterior lighting system",792,#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=792
